"","medal_name","medal_subname","instituted","url"
"3354","Kingdom of Saudi Arabia: Rescue Medal","Nuth Al-Lanqaz","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia023.htm"
"3355","Kingdom of Saudi Arabia: Teacher Medal","Nuth Al-Ma'alam","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia024.htm"
"3356","Kingdom of Saudi Arabia: Perfection Medal","Nuth Al-Latqan","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia025.htm"
"3357","Kingdom of Saudi Arabia: Invention Medal","Nuth Al-Abatakar","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia026.htm"
"3358","Kingdom of Saudi Arabia: Shooting Medal","Nuth Al-Rami","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia027.htm"
"3359","Kingdom of Saudi Arabia: Military Service Medal","Nuth Al-Khidmat Al-'Askariat","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia028.htm"
"3360","Kingdom of Saudi Arabia: Long Service and Good Example Medal",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia029.htm"
"3361","Kingdom of Saudi Arabia: Exceptional Promotion Medal",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia030.htm"
"3362","Kingdom of Saudi Arabia: War Wound Medal",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia031.htm"
"3363","Kingdom of Saudi Arabia: King Abdul Aziz Medal for Syrian and Jordanian Service",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia032.htm"
"3364","Kingdom of Saudi Arabia: Palestine Medal",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia033.htm"
"3365","Kingdom of Saudi Arabia: 6 October 1973 Medal",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia034.htm"
"3366","Kingdom of Saudi Arabia: 1979 Holy Mosque Medal",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia035.htm"
"3367","Kingdom of Saudi Arabia: 1984 Exercise Island Crown Medal",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia036.htm"
"3368","Kingdom of Saudi Arabia: Medal for the Liberation of Kuwait",NA,"4 January 1991 by King Fahd ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia037.htm"
"3369","Kingdom of Saudi Arabia: Sports Medal",NA,NA,"https://medals.org.uk/saudi-arabia/saudi-arabia038.htm"
"3370","Duchy of Saxe-Altenburg: Medal for War Merit 1814-1815","Kriegsdenkemünze","21 June 1814","https://medals.org.uk/saxe-altenburg/saxe-altenburg001.htm"
"3371","Grand Duchy of Saxe-Weimar-Eisenach: House Order of Vigilence or of the White Falcon","Großherzoglich Sächsischer Hausorden der Wachsamkeit oder vom Weißen Falken","2 August 1732 by Duke Ernst-August I","https://medals.org.uk/saxe-weimar/saxe-weimar001.htm"
"3372","Grand Duchy of Saxe-Weimar-Eisenach: Wilhelm Ernst War Cross","Wilhelm-Ernst Kriegskreuz","10 June 1915 by Grand Duke Wilhelm Ernst","https://medals.org.uk/saxe-weimar/saxe-weimar002.htm"
"3373","Grand Duchy of Saxe-Weimar-Eisenach: General Honour Decoration","Allgemeines Ehrenzeichen","25 June 1902 by Grand Duke Wilhelm Ernst","https://medals.org.uk/saxe-weimar/saxe-weimar003.htm"
"3374","Grand Duchy of Saxe-Weimar-Eisenach: 1809-15 War Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar004.htm"
"3375","Grand Duchy of Saxe-Weimar-Eisenach: 1815 Merit Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar005.htm"
"3376","Grand Duchy of Saxe-Weimar-Eisenach: 1870 Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar006.htm"
"3377","Grand Duchy of Saxe-Weimar-Eisenach: 1870-71 Exemplary Service Decoration",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar007.htm"
"3378","Grand Duchy of Saxe-Weimar-Eisenach: 1914-18 Home Front Meritorious Service Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar008.htm"
"3379","Grand Duchy of Saxe-Weimar-Eisenach: Women's War Merit Honour Medal 1918","Ehrenzeichen für Frauenverdienst im Kriege 1918","Unknown","https://medals.org.uk/saxe-weimar/saxe-weimar009.htm"
"3380","Grand Duchy of Saxe-Weimar-Eisenach: Military Long Service Cross",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar010.htm"
"3381","Grand Duchy of Saxe-Weimar-Eisenach: Military Service Decoration","Militär-Dienstauszeichnung","20 December 1913 by Grand Duke Wilhelm Ernst","https://medals.org.uk/saxe-weimar/saxe-weimar011.htm"
"3382","Grand Duchy of Saxe-Weimar-Eisenach: Military Long Service Bar",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar012.htm"
"3383","Grand Duchy of Saxe-Weimar-Eisenach: Civil Merit Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar014.htm"
"3384","Grand Duchy of Saxe-Weimar-Eisenach: Recognition Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar015.htm"
"3385","Grand Duchy of Saxe-Weimar-Eisenach: Golden Wedding Jubilee Medal",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar016.htm"
"3386","Grand Duchy of Saxe-Weimar-Eisenach: Ladies' Decoration",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar017.htm"
"3387","Grand Duchy of Saxe-Weimar-Eisenach: Lifesaving Medal","Rettungsmedaille",NA,"https://medals.org.uk/saxe-weimar/saxe-weimar018.htm"
"3388","Grand Duchy of Saxe-Weimar-Eisenach: Medal for Arts and Science",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar019.htm"
"3389","Grand Duchy of Saxe-Weimar-Eisenach: Fire Service Decoration",NA,NA,"https://medals.org.uk/saxe-weimar/saxe-weimar020.htm"
"3390","Kingdom of Saxony: Order of the Rue Crown","Hausorden der Rautenkröne","20 July 1807.Discontinued: 1918 (but has continued to be awarded privately by descendants of the last King of Saxony)","https://medals.org.uk/saxony/saxony005.htm"
"3391","Kingdom of Saxony: Military Order of St Henry","Militär St.Heinrichs Orden","7 October 1736","https://medals.org.uk/saxony/saxony009.htm"
"3392","Kingdom of Saxony: Civil Merit Order","Zivil Verdienstorden","7 June 1815.Discontinued 1919","https://medals.org.uk/saxony/saxony013.htm"
"3393","Kingdom of Saxony: Albert Order","Albrechts-Orden","31 December 1850","https://medals.org.uk/saxony/saxony002.htm"
"3394","Kingdom of Saxony: Order of Sidonia","Sidonien Orden","31 December 1870","https://medals.org.uk/saxony/saxony015.htm"
"3395","Kingdom of Saxony: Order of Maria Anna","Maria Anna Orden","15 May 1906.Discontinued: 1919","https://medals.org.uk/saxony/saxony016.htm"
"3396","Kingdom of Saxony: Military Merit Medal","Militär Verdienstmedaille","1796.Discontinued 1919","https://medals.org.uk/saxony/saxony020.htm"
"3397","Kingdom of Saxony: General Honour Cross","Allgemeines Ehrenzeichen","31 January 1876.Discontinued 1919","https://medals.org.uk/saxony/saxony022.htm"
"3398","Kingdom of Saxony: Art and Science Medal 'Virtuti et Ingenio'","Medaillen für Wissenschaft und Kunst 'Virtuti et Ingenio'","1805.Discontinued 1919","https://medals.org.uk/saxony/saxony031.htm"
"3399","Kingdom of Saxony: Art and Science Medal 'Bene Merentibus'","Medaillen für Wissenschaft und Kunst 'Bene Merentibus'","1808.Discontinued 1919","https://medals.org.uk/saxony/saxony036.htm"
"3400","Kingdom of Saxony: Lifesaving Medal","Medaillen für Lebensrettung","18 May 1831.Discontinued 1919","https://medals.org.uk/saxony/saxony044.htm"
"3401","Kingdom of Saxony: Carola Medal","Carola Medaille","17 September 1892","https://medals.org.uk/saxony/saxony048.htm"
"3402","Kingdom of Saxony: Friedrich August Medal","Friedrich August Medaille","23 April 1904, and it could be awarded to women from 8 April 1910.Discontinued: 1918","https://medals.org.uk/saxony/saxony049.htm"
"3403","Kingdom of Saxony: Honour Cross for Volunteer Nursing During Peace","Ehrenkreuz für freiwillige Krankenpflege im Frieden","1 March 1912.Discontinued: 1918","https://medals.org.uk/saxony/saxony051.htm"
"3404","Kingdom of Saxony: Honour Cross for Voluntary Nursing During War","Ehrenkreuz für freiwillige Krankenpflege im Kriege","6 March 1871.Discontinued: 1918","https://medals.org.uk/saxony/saxony052.htm"
"3405","Kingdom of Saxony: Schleswig-Holstein Cross 1849 for Combatants","Erinnerungskreuz für Kämpfer in Schleswig-Holstein","20 March 1874","https://medals.org.uk/saxony/saxony053.htm"
"3406","Kingdom of Saxony: Schleswig-Holstein Cross 1849 for Non-Combatants","Erinnerungskreuz für Nichtkämpfer in Schleswig-Holstein","20 March 1874","https://medals.org.uk/saxony/saxony054.htm"
"3407","Kingdom of Saxony: War Commemorative Cross 1849","Erinnerungskreuz 1849","8 August 1890","https://medals.org.uk/saxony/saxony055.htm"
"3408","Kingdom of Saxony: Commemorative Cross for Holstein 1863-1864","Erinnerungskreuz für Teilnehmer an der Bundesexekution 1963-1864 in Holstein","8 August 1890","https://medals.org.uk/saxony/saxony056.htm"
"3409","Kingdom of Saxony: War Commemorative Cross 1866 for Combatants","Erinnerungskreuz 1866 für Kampfer","22 May 1867","https://medals.org.uk/saxony/saxony057.htm"
"3410","Kingdom of Saxony: War Commemorative Cross 1866 for Non-Combatants","Erinnerungskreuz 1866 für Nichtkämpfer","22 May 1867","https://medals.org.uk/saxony/saxony058.htm"
"3411","Kingdom of Saxony: War Merit Cross 1915-1918","Kriegsverdienstkreuz","30 October 1915","https://medals.org.uk/saxony/saxony059.htm"
"3412","Kingdom of Saxony: Military Long Service Decoration","Militär-Dienstauszeichnuge","24 Decenber 1831.Discontinued: 1918","https://medals.org.uk/saxony/saxony063.htm"
"3413","Kingdom of Saxony: Reserve Long Service Decoration","Landwehr Dienstauszeichnuge","23 April 1874.Discontinued: 1918","https://medals.org.uk/saxony/saxony064.htm"
"3414","Kingdom of Saxony: Fire Service Decoration","Ehrenzeichen für Mitglieder der Feuerwehren Stiftung","11 May 1885","https://medals.org.uk/saxony/saxony065.htm"
"3415","Kingdom of Saxony: Medal for 40 Years in the Fire Service","Ehrenzeichen für 40 jährige treue Dienste","1914","https://medals.org.uk/saxony/saxony066.htm"
"3416","Kingdom of Saxony: Honour Medal for Workers and Servants","Ehrenzeichen für Arbeiter und Dienstboten","10 August 1894 (although 'table medals' of similar design were awarded from 1875).Discontinued: 1918","https://medals.org.uk/saxony/saxony067.htm"
"3417","Kingdom of Saxony: Medal for Merit in Agriculture","Medaille für Verdienste um die Landwirtschaft","1838.Discontinued 1919","https://medals.org.uk/saxony/saxony072.htm"
"3418","Duchy of Schleswig-Holstein: Order of St. Anne","St. Annen Orden","14 February 1735.Discontinued: ?1742, later becoming the Russian Order of St. Anna in 1761","https://medals.org.uk/schleswig-holstein/schleswig-holstein001.htm"
"3419","Duchy of Schleswig-Holstein: Military Long Service Decoration","Militär Dienstauszeichnung","23 January 1850","https://medals.org.uk/schleswig-holstein/schleswig-holstein002.htm"
"3420","Duchy of Schleswig-Holstein: Commemorative Cross for the Schleswig-Holstein Army for the War Years 1848-1849","Erinnerungskreuz für die schleswig-holsteinische Armee 1848-1849","2 July 1850","https://medals.org.uk/schleswig-holstein/schleswig-holstein003.htm"
"3421","Duchy of Schleswig-Holstein: Commemorative Medal for the Proclamation of Duke Friedrich VIII 1863","Erinnerungsmedaille an die Proklamation Herzog Friedrich VIII","27 December 1863","https://medals.org.uk/schleswig-holstein/schleswig-holstein004.htm"
"3422","Duchy of Schleswig-Holstein: Commemorative Medal for the 50th Birthday of Duke Ernst 1913","Erinnerungsmedaille an den 50. Geburtstag Herzogs Ernst Günther","1913","https://medals.org.uk/schleswig-holstein/schleswig-holstein005.htm"
"3423","Duchy of Schleswig-Holstein: Lauenburg Faithful Service Medal","Medaille für Treue Dienste","Unknown","https://medals.org.uk/schleswig-holstein/schleswig-holstein007.htm"
"3424","Senegal: Order of the Lion",NA,"22 October 1960","https://medals.org.uk/senegal/senegal001.htm"
"3425","Senegal: Order of Merit",NA,"22 October 1960","https://medals.org.uk/senegal/senegal002.htm"
"3426","Senegal: Order of 20 August",NA,"2 October 1960","https://medals.org.uk/senegal/senegal003.htm"
"3427","Senegal: Order of Academic Palms",NA,"23 December 1974","https://medals.org.uk/senegal/senegal004.htm"
"3428","Senegal: Order of Agricultural Merit",NA,"7 August 1982","https://medals.org.uk/senegal/senegal005.htm"
"3429","Senegal: Cross of Military Valour",NA,"1 February 1968","https://medals.org.uk/senegal/senegal007.htm"
"3430","Senegal: Military Medal",NA,"28 April 1964","https://medals.org.uk/senegal/senegal006.htm"
"3431","Senegal: Medal of Honour of the Gendarmerie",NA,"1978","https://medals.org.uk/senegal/senegal008.htm"
"3432","Senegal: Medal of Honour of the Police",NA,"29 May 1972","https://medals.org.uk/senegal/senegal009.htm"
"3433","Senegal: Medal of Honour of Firefighters",NA,"31 December 1980","https://medals.org.uk/senegal/senegal013.htm"
"3434","Senegal: Medal of Honour of the Customs Service",NA,"13 January 1966","https://medals.org.uk/senegal/senegal010.htm"
"3435",NA,NA,NA,NA
"3436","Senegal: Wounded Medal",NA,"Unknown","https://medals.org.uk/senegal/senegal011.htm"
"3437","Senegal: Medal of Labour",NA,"25 February 1966","https://medals.org.uk/senegal/senegal012.htm"
"3438",NA,NA,NA,NA
"3439","Sierra Leone: Order of the Republic",NA,"1972","https://medals.org.uk/sierra-leone/sierra-leone001.htm"
"3440","Sierra Leone: Order of the Rokel",NA,"1972","https://medals.org.uk/sierra-leone/sierra-leone002.htm"
"3441","Sierra Leone: Order of Bravery",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone014.htm"
"3442","Sierra Leone: Gallantry Medal, also known as the Bai Bureh Star",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone003.htm"
"3443","Sierra Leone: Police Gallanty Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone018.htm"
"3444","Sierra Leone: Siaka Stevens Cross",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone004.htm"
"3445","Sierra Leone: Medal of Honour",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone012.htm"
"3446","Sierra Leone: Milton Margai Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone006.htm"
"3447","Sierra Leone: Matturi Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone007.htm"
"3448","Sierra Leone: Nyagua Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone005.htm"
"3449","Sierra Leone: Wallace Johnson Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone008.htm"
"3450","Sierra Leone: Medal of the Mosquito",NA,"1973","https://medals.org.uk/sierra-leone/sierra-leone009.htm"
"3451","Sierra Leone: Independence Medal 1961",NA,"196","https://medals.org.uk/sierra-leone/sierra-leone010.htm"
"3452","Sierra Leone: General Service Medal 1961-71",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone019.htm"
"3453","Sierra Leone: Civil Defence Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone016.htm"
"3454","Sierra Leone: Military Advisory & Training Team Service Medal 2001-2002",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone011.htm"
"3455","Sierra Leone: Army Long Service and Good Conduct Medal",NA,"1971.Revised: 1986","https://medals.org.uk/sierra-leone/sierra-leone013.htm"
"3456","Sierra Leone: Long and Efficient Service Medal",NA,"Unknown","https://medals.org.uk/sierra-leone/sierra-leone017.htm"
"3457","Republic of Singapore: Star of Tamasek","Bintang Tamasek","1970.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore001.htm"
"3458","Republic of Singapore: Order of Tamasek","Darjah Utama Tamasek","16 April 1960, revised 2 August 1996","https://medals.org.uk/singapore/singapore002.htm"
"3459","Republic of Singapore: Order of Nila Utama","Darjah Utama Nila Utama","1975, revised 2 August 199","https://medals.org.uk/singapore/singapore003.htm"
"3460","Republic of Singapore: Certificate of Honour","Sijil Kemuliaan","16 April 1962.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore028.htm"
"3461","Republic of Singapore: Distinguished Service Order","Darjah Utama Bakti Cemerlang","1968, replacing the Distinguished Service Medal","https://medals.org.uk/singapore/singapore027.htm"
"3462","Republic of Singapore: Distinguished Service Order (Military)","Darjah Utama Bakti Cemerlang (Tentera)","Unknown","https://medals.org.uk/singapore/singapore004.htm"
"3463","Republic of Singapore: Medal of Honour","Pingat Kehormatan","1970.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore029.htm"
"3464","Republic of Singapore: Conspicuous Gallantry Medal","Pingat Gagah Perkasa","1962","https://medals.org.uk/singapore/singapore030.htm"
"3465","Republic of Singapore: Conspicuous Gallantry Medal (Military)","Pingat Gagah Perkasa (Tentera)","Unknown","https://medals.org.uk/singapore/singapore025.htm"
"3466","Republic of Singapore: Meritorious Service Medal","Pingat Jasa Gemilang","1962.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore005.htm"
"3467","Singapore: Meritorious Service Medal (Military)","Pingat Jasa Gemilang (Tentera)","Unknown","https://medals.org.uk/singapore/singapore026.htm"
"3468","Singapore: Public Service Star","Bintang Masyarakat","1963.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore006.htm"
"3469","Singapore:
Police Gallantry Medal
(also known as Medal of Valour)","Pingat
Polis Perkasa"," ","https://medals.org.uk/singapore/singapore007.htm"
"3470","Singapore: Public Administration Medal","Pingat Pentadbiran Awam","1963.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore008.htm"
"3471","Singapore: Public Administration Medal (Military)","Pingat Pentadbiran (Tentera)","Unknown","https://medals.org.uk/singapore/singapore024.htm"
"3472","Singapore: Medal for Valour","Pingat Keberanian","1987.Revised: 2 August 1996","https://medals.org.uk/singapore/singapore009.htm"
"3473","Singapore: Commendation Medal","Pingat Kepujian","Unknown","https://medals.org.uk/singapore/singapore010.htm"
"3474","Singapore: Commendation Medal (Military)","Pingat Penghargaan (Tentera)","2 August 1996","https://medals.org.uk/singapore/singapore023.htm"
"3475","Singapore: Commendation Medal (Army)",NA,"Unknown.Replaced by the Commendation Medal (Military) 1996","https://medals.org.uk/singapore/singapore038.htm"
"3476","Singapore: Commendation Medal (Navy)",NA,"Unknown.Replaced by the Commendation Medal (Military) 1996","https://medals.org.uk/singapore/singapore039.htm"
"3477","Singapore: Commendation Medal (Air Force)",NA,"Unknown.Replaced by the Commendation Medal (Military) 1996","https://medals.org.uk/singapore/singapore040.htm"
